web-scraper-order,date,title,ratings,label,comment_segmented
1756460710-2490,2025-02-28,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['legit', 'tekstur', 'lembut', 'kualitas', 'jamin']"
1756460710-2491,2025-05-15,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['enak', 'banget', 'tekstur', 'lembut', 'kualitas', 'maksimal']"
1756460710-2492,2025-02-22,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['enak', 'tekstur', 'lembut', 'kualitas']"
1756460710-2493,2024-07-19,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['enak', 'tekstur', 'lembut', 'kualitas']"
1756460710-2494,2025-03-25,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,4,positif,"['lumayan', 'tekstur', 'lumayan', 'lembut', 'kualitas']"
1756460710-2495,2025-03-07,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['enak', 'sesuai', 'kta']"
1756460710-2496,2025-06-04,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['enak', 'banget', 'tekstur', 'lembut', 'kualitas', 'bagus']"
1756460710-2497,2025-01-01,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,['kue']
1756460710-2498,2024-08-01,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,3,netral,"['lapis', 'legit', 'rusak']"
1756460710-2499,2025-04-28,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['lezat', 'tekstur', 'lembut', 'kualitas', 'aman']"
1756460710-2500,2025-03-15,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['tekstur', 'lembut', 'basah', 'kualitas', 'oke']"
1756460710-2501,2025-02-27,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['enak', 'tekstur', 'lembut', 'kualitas', 'bagu', 'aman', 'tap']"
1756460710-2502,2025-02-13,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['enak', 'tekstur', 'lembut', 'kualitas', 'bagus']"
1756460710-2503,2025-03-19,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,3,netral,"['bau', 'spekuk', 'keras']"
1756460710-2504,2025-03-18,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,4,positif,"['enak', 'tekstur', 'halus', 'kualitas']"
1756460710-2505,2024-08-27,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,3,netral,"['adon', 'lumer']"
1756460710-2506,2025-06-02,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['enak', 'tekstur', 'bagus', 'kualitas']"
1756460710-2507,2025-03-29,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['lezat', 'tekstur', 'lembut', 'kualitas', 'bagus']"
1756460710-2508,2025-03-27,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['enak', 'tekstur', 'lembut', 'kualitas', 'oke']"
1756460710-2509,2025-03-12,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['enak', 'tekstur', 'lembut', 'kualitas', 'bagus']"
1756460710-2510,2025-02-26,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['enak', 'tekstur', 'lembut', 'kualitas', 'bagus']"
1756460710-2511,2025-02-09,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['enak', 'tekstur', 'lembut', 'kualitas']"
1756460710-2512,2025-01-16,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['enak', 'tekstur', 'lembut', 'kualitas']"
1756460710-2513,2025-01-09,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['enak', 'tekstur', 'lembut', 'kualitas', 'bagus']"
1756460710-2514,2024-12-11,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['enak', 'tekstur', 'lembut', 'kualitas']"
1756460710-2515,2024-09-22,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['enak', 'tekstur', 'lembut', 'kualitas', 'bagus']"
1756460710-2516,2024-08-28,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['enak', 'tekstur', 'lembut', 'kualitas', 'bagus']"
1756460710-2517,2024-08-26,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['enak', 'tekstur', 'lembut', 'kualitas', 'bagus']"
1756460710-2518,2024-08-16,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['enak', 'tekstur', 'lembut', 'kualitas', 'bagus']"
1756460710-2519,2024-08-10,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,3,netral,"['aja', 'basah']"
1756460710-2520,2024-11-03,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['manis', 'pas']"
1756460710-2521,2024-05-14,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['kualitas', 'okra']"
1756460710-2522,2025-08-16,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['lumayan', 'tekstur', 'kualitas']"
1756460710-2523,2025-06-23,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,4,positif,"['enak', 'tekstur', 'lembut', 'kualitas', 'sesuai']"
1756460710-2524,2025-05-14,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,3,netral,"['lumayan', 'tekstur', 'kualitas']"
1756460710-2525,2025-03-27,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['enak', 'tekstur', 'lembut', 'kualitas', 'sesuai']"
1756460710-2526,2025-03-23,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['enak', 'tekstur', 'kualitas']"
1756460710-2527,2024-11-13,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['enak', 'tekstur', 'lembut', 'kualitas']"
1756460710-2528,2024-08-28,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,3,netral,"['kue', 'penyok', 'minyak', 'dus']"
1756460710-2529,2025-03-11,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['enak', 'tekstur', 'lembut', 'kualitas', 'jamin']"
1756460710-2530,2024-11-27,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['mantap', 'tekstur', 'litas']"
1756460710-2531,2025-04-05,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,['komentar']
1756460710-2532,2024-10-07,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['enak', 'tekstur', 'lembut', 'kualitas', 'kemas']"
1756460710-2533,2025-08-09,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,['komentar']
1756460710-2534,2025-02-06,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['enak', 'manis']"
1756460710-2535,2025-08-19,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,['komentar']
1756460710-2536,2025-06-28,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,['komentar']
1756460710-2537,2025-06-23,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,4,positif,['komentar']
1756460710-2538,2025-03-21,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,['komentar']
1756460710-2539,2025-03-14,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,4,positif,['komentar']
1756460710-2540,2024-12-01,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,['komentar']
1756460710-2541,2025-02-24,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['enak', 'enak', 'enak', 'coba', 'varian']"
1756460710-2542,2024-05-08,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['enak', 'manis', 'gurih']"
1756460710-2543,2025-08-06,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['tekstur', 'litas']"
1756460710-2544,2025-03-17,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['tekstur', 'litas']"
1756460710-2545,2024-10-03,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['tekstur', 'litas']"
1756460710-2546,2024-07-26,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['tekstur', 'litas']"
1756460710-2547,2024-06-02,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['tekstur', 'litas']"
1756460710-2548,2025-02-17,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,4,positif,"['sesuai', 'harga', 'enak']"
1756460710-2549,2024-04-08,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['kualitas', 'kue', 'lapis', 'enak']"
1756460710-2550,2025-08-17,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['pas', 'enak', 'banget']"
1756460710-2551,2024-04-04,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,4,positif,"['tau', 'pet', 'manta']"
1756460710-2552,2025-07-12,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['enak', 'lembut']"
1756460710-2553,2025-07-05,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['enak', 'lembut']"
1756460710-2554,2025-03-10,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['puas', 'tekstur', 'lembut', 'kualitas', 'baik']"
1756460710-2555,2025-02-18,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['enak', 'tekstur', 'minyak', 'kualitas', 'bagus']"
1756460710-2556,2024-08-03,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['enak', 'tekstur', 'lumayan', 'lembut', 'kualitas', 'bagus']"
1756460710-2557,2024-12-12,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,4,positif,"['enak', 'kualitas']"
1756460710-2558,2025-05-09,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['lapis', 'enak', 'manta']"
1756460710-2559,2024-07-09,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['tekstur', 'lembut']"
1756460710-2560,2024-04-28,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,4,positif,['coba']
1756460710-2561,2025-07-22,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['enak', 'banget']"
1756460710-2562,2025-06-25,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,['enak']
1756460710-2563,2024-12-21,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['enak', 'banget']"
1756460710-2564,2024-04-04,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['kualitas', 'mantap']"
1756460710-2565,2023-08-03,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,3,netral,"['sesuai', 'kepet', 'asik']"
1756460710-2566,2025-08-09,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['enak', 'kue', 'lembut']"
1756460710-2567,2025-07-24,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['kualitas', 'bagus', 'enak']"
1756460710-2568,2023-12-10,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['kualitas', 'bagus', 'enak']"
1756460710-2569,2023-09-15,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['kualitas', 'enak', 'nian']"
1756460710-2570,2024-09-17,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['kualitas', 'enak', 'pas']"
1756460710-2571,2025-07-28,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,['enak']
1756460710-2572,2025-07-26,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['enak', 'lembut']"
1756460710-2573,2025-06-10,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['enak', 'lembut']"
1756460710-2574,2025-08-14,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['enak', 'sesuai', 'pesan']"
1756460710-2575,2025-05-20,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['tekstur', 'lembut']"
1756460710-2576,2025-04-07,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,[]
1756460710-2577,2025-02-14,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,4,positif,['lumayan']
1756460710-2578,2024-08-17,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,4,positif,"['enak', 'suka']"
1756460710-2579,2025-01-05,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,1,negatif,['enak']
1756460710-2580,2025-08-17,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['enak', 'banget', 'tekstur', 'lembut', 'kualitas', 'manta']"
1756460710-2581,2025-06-02,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['mantap', 'tekstur', 'lembut', 'kualitas']"
1756460710-2582,2025-05-13,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['murah', 'mantap']"
1756460710-2583,2025-03-24,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['mantul', 'banget', 'tekstur', 'lembut', 'kualitas']"
1756460710-2584,2025-03-09,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['enak', 'eks', 'tur', 'lembut', 'kualitas', 'muas']"
1756460710-2585,2025-02-20,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['enak', 'tekstur', 'lumayan', 'lembut', 'kualitas', 'bagus']"
1756460710-2586,2024-09-06,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['enak', 'tekstur', 'lembut', 'kualitas', 'bagus']"
1756460710-2587,2024-08-11,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['lumayan', 'enak', 'tekstur', 'lembut', 'kualitas', 'bagus']"
1756460710-2588,2025-03-27,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['lumayan', 'tekstur', 'lumayan', 'kualitas', 'lumayan']"
1756460710-2589,2025-06-13,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,['enak']
1756460710-2590,2025-05-27,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,['lumayan']
1756460710-2591,2025-02-19,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,[]
1756460710-2592,2025-01-22,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,3,netral,['lumayan']
1756460710-2593,2024-11-04,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['tekstur', 'enak']"
1756460710-2594,2024-09-13,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,4,positif,['lumayan']
1756460710-2595,2024-10-14,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,3,netral,['lumayan']
1756460710-2596,2025-06-01,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['makan', 'enak', 'moi']"
1756460710-2597,2025-02-22,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['gila', 'hari', 'nyam', 'tar', 'beli']"
1756460710-2598,2024-01-31,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,['coba']
1756460710-2599,2025-08-09,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['enak', 'banget', 'eks', 'tur', 'lembut', 'kualitas', 'bagus']"
1756460710-2600,2025-08-09,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['enak', 'tekstur', 'lembut', 'kualitas', 'bagus']"
1756460710-2601,2025-08-23,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['enak', 'banget', 'tekstur', 'lembut', 'kualitas', 'bagus']"
1756460710-2602,2025-07-31,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['enak', 'manis', 'tekstur', 'lembut', 'kualitas']"
1756460710-2603,2025-06-01,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['tekstur', 'lembut', 'kualitas', 'bagus', 'rapih']"
1756460710-2604,2025-03-26,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['enak', 'tekstur', 'lembut', 'kualitas', 'bagus']"
1756460710-2605,2025-03-22,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['enak', 'tekstur', 'basah', 'kualitas', 'agu']"
1756460710-2606,2025-03-18,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,4,positif,"['tekstur', 'lembut', 'kualitas']"
1756460710-2607,2025-01-12,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['enak', 'tekstur', 'lembut', 'kualitas', 'bagus']"
1756460710-2608,2025-08-10,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,['enak']
1756460710-2609,2025-07-31,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,['enak']
1756460710-2610,2025-07-24,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,['enak']
1756460710-2611,2025-06-16,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,['enak']
1756460710-2612,2025-06-07,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,2,negatif,"['kaya', 'roti']"
1756460710-2613,2025-05-08,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,['enak']
1756460710-2614,2025-04-30,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,['enak']
1756460710-2615,2025-03-25,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,['enak']
1756460710-2616,2025-03-18,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,['enak']
1756460710-2617,2025-03-09,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,['enak']
1756460710-2618,2025-03-07,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,['enak']
1756460710-2619,2025-03-24,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['enak', 'banget', 'mantul']"
1756460710-2620,2025-02-15,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,[]
1756460710-2621,2025-02-10,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,['enak']
1756460710-2622,2025-01-31,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,4,positif,['enak']
1756460710-2623,2025-01-15,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,['enak']
1756460710-2624,2024-12-29,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,['enak']
1756460710-2625,2024-10-07,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,['enak']
1756460710-2626,2024-09-03,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,['enak']
1756460710-2627,2024-09-01,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,['enak']
1756460710-2628,2024-08-31,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,['enak']
1756460710-2629,2024-08-18,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,['enak']
1756460710-2630,2024-06-24,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,['enak']
1756460710-2631,2024-04-04,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,['enak']
1756460710-2632,2024-08-06,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,['enak']
1756460710-2633,2024-06-22,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,[]
1756460710-2634,2024-09-02,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['tekstur', 'enak']"
1756460710-2635,2025-08-02,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,['mantap']
1756460710-2636,2024-11-06,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,[]
1756460710-2637,2024-04-05,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,['lembut']
1756460710-2638,2024-01-13,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,['manis']
1756460710-2639,2025-07-19,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,['lezat']
1756460710-2640,2025-03-07,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['tekstur', 'lembut', 'kualitas']"
1756460710-2641,2025-02-06,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['enak', 'tekstur', 'litas']"
1756460710-2642,2025-02-03,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['enak', 'tekstur', 'litas']"
1756460710-2643,2024-10-30,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['enak', 'tekstur', 'litas']"
1756460710-2644,2025-08-06,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['enak', 'banget', 'tekstur', 'lembut', 'kualitas', 'gus']"
1756460710-2645,2025-08-04,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['mantul', 'tekstur', 'lembut', 'kualitas', 'muas']"
1756460710-2646,2025-06-19,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['enak', 'tekstur', 'lembut', 'kualitas']"
1756460710-2647,2025-06-11,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['enak', 'banget', 'tekstur', 'lembut', 'kualitas']"
1756460710-2648,2025-05-14,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['enak', 'tekstur', 'lembut', 'kualitas', 'jempol']"
1756460710-2649,2025-03-30,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['enak', 'tekstur', 'lembut', 'kualitas']"
1756460710-2650,2025-03-26,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['enak', 'tekstur', 'lembut', 'kualitas']"
1756460710-2651,2025-03-25,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['enak', 'manta', 'eks', 'tur', 'lembut', 'kualitas']"
1756460710-2652,2025-03-17,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['enak', 'manis', 'tekstur', 'lembut', 'kualitas', 'bagus']"
1756460710-2653,2025-03-09,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['enak', 'banget', 'tekstur', 'lembut', 'kualitas']"
1756460710-2654,2025-03-08,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,4,positif,"['enak', 'tekstur', 'lembut', 'kualitas']"
1756460710-2655,2025-02-02,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['tekstur', 'lembut', 'kualitas']"
1756460710-2656,2024-10-01,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['enak', 'tekstur', 'lembut', 'kualitas']"
1756460710-2657,2024-09-27,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['enak', 'tekstur', 'nyaman', 'kualitas']"
1756460710-2658,2025-06-17,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,['enak']
1756460710-2659,2024-11-16,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,['enak']
1756460710-2660,2025-07-29,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['terima', 'kasih']"
1756460710-2661,2025-03-26,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['lezat', 'muas']"
1756460710-2662,2025-07-28,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,4,positif,"['tekstur', 'kualitas']"
1756460710-2663,2025-06-02,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['maya', 'tekstur', 'bagus', 'kualitas', 'maya']"
1756460710-2664,2025-05-27,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['enak', 'tekstur', 'kualitas']"
1756460710-2665,2025-05-07,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,4,positif,"['eks', 'tur', 'litas']"
1756460710-2666,2024-10-17,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['lumayan', 'tekstur', 'bagus', 'kualitas', 'oke']"
1756460710-2667,2025-08-08,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['enak', 'tekstur', 'bagus', 'kualitas']"
1756460710-2668,2025-07-23,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['enak', 'tekstur', 'lembut', 'kualitas', 'bagus', 'enak']"
1756460710-2669,2025-07-22,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['enak', 'tekstur', 'lembut', 'kualitas']"
1756460710-2670,2025-06-02,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['enak', 'tekstur', 'lembut', 'kualitas', 'muas']"
1756460710-2671,2025-03-29,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['enak', 'tekstur', 'bagus', 'kualitas']"
1756460710-2672,2025-02-04,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['enak', 'tekstur', 'lembut', 'kualitas']"
1756460710-2673,2025-01-09,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['manis', 'enak', 'tekstur', 'lembut', 'kualitas']"
1756460710-2674,2024-11-21,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,4,positif,"['lezat', 'tekstur', 'bagus', 'kualitas', 'aman', 'asli']"
1756460710-2675,2024-11-22,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['enak', 'tekstur', 'lembut', 'tku', 'alit', 'baik']"
1756460710-2676,2024-11-22,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['enak', 'tekstur', 'lembut', 'kualitas', 'muas']"
1756460710-2677,2024-06-23,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,5,positif,"['enak', 'tekstur', 'lembut', 'kualitas', 'muas']"
1756460710-2678,2025-07-12,Kue Lapis Legit Kismis 17x17 Makanan Camilan Enak Murah,2,negatif,"['sesuai', 'harga']"
